Date,Fans
2016-04-01T07:00:00+0000,10973837
2016-04-02T07:00:00+0000,10977006
2016-04-03T07:00:00+0000,10978590
2016-04-04T07:00:00+0000,10979928
2016-04-05T07:00:00+0000,10981381
2016-04-06T07:00:00+0000,10982682
2016-04-07T07:00:00+0000,10984416
2016-04-08T07:00:00+0000,10986240
2016-04-09T07:00:00+0000,10986392
2016-04-10T07:00:00+0000,10988560
2016-04-11T07:00:00+0000,10989289
2016-04-12T07:00:00+0000,10991769
2016-04-13T07:00:00+0000,10993592
2016-04-14T07:00:00+0000,10993777
2016-04-15T07:00:00+0000,10992897
2016-04-16T07:00:00+0000,10995754
2016-04-17T07:00:00+0000,10998220
2016-04-18T07:00:00+0000,11000358
2016-04-19T07:00:00+0000,11003886
2016-04-20T07:00:00+0000,11007722
2016-04-21T07:00:00+0000,11009959
2016-04-22T07:00:00+0000,11011820
2016-04-23T07:00:00+0000,11013473
2016-04-24T07:00:00+0000,11015340
2016-04-25T07:00:00+0000,11023091
2016-04-26T07:00:00+0000,11026656
2016-04-27T07:00:00+0000,11027184
2016-04-28T07:00:00+0000,11019852
2016-04-29T07:00:00+0000,11020392
2016-04-30T07:00:00+0000,11021252
2016-05-01T07:00:00+0000,11021598
2016-05-02T07:00:00+0000,11023660
2016-05-03T07:00:00+0000,11024598
2016-05-04T07:00:00+0000,11024700
2016-05-05T07:00:00+0000,11025073
